F1,F2,F3,F4,F5
0.147264679134188,-0.0477093327826139,0.0460521814908678,-0.238417710502068,0.381933937063516
0.0346410390687882,0.0549047499515949,0.0512201541259734,-0.103843740116808,0.718802649271942
0.132099709207667,0.0944708320331325,-0.0475082326476683,-0.165890954043675,0.598125206267473
0.0996575902437588,0.0519944678198995,-0.0673367995423318,-0.058896466545696,0.745016301030736
-0.0695957348213191,-0.00115069167268948,0.294873626712058,0.00591152126607575,0.567512787939845
0.957762400949785,-0.00312082234051605,0.0293525456229268,0.0190144681119865,0.000577742251567186
0.848360498532151,0.0224052460422672,0.000912989565516659,-0.0365130473852159,0.0503986592769261
0.138207524446696,0.0924935271685799,0.564381090516714,0.0196907007287505,0.0363471254770145
0.987151126646175,-0.00923483528090713,0.0323932602170916,0.00612593757296539,-0.0140448404289714
0.884034038547363,0.0157955552277029,-2.2435887316026e-05,-0.0156001801834427,0.0406297242331877
0.385021411368341,0.261684926573392,-0.194086668849128,-0.168997972666086,0.0550473929932793
0.358670514615738,0.252836120820165,-0.246738730813869,-0.163082682718121,0.02374136379772
-0.163790703643585,0.0904612303575068,0.684277183484283,0.00454171911330212,0.111067234625851
-0.0645872508405384,0.0161815712920994,0.637782707576558,0.0678217872899195,0.096919055651109
0.0262298708089954,0.157622991597447,0.599275187512766,-0.0723104129403906,-0.127943110423409
-0.00947259430762214,0.0489392264693443,0.699166871184848,-0.0192212045145022,-0.1765695602608
0.497165624044872,0.0805029143918826,-0.0857070305362994,-0.0321825566779813,0.109696142689933
0.0999536162884912,-0.0310280223376998,0.7597026767034,-0.0113966051152067,-0.0816754283892178
0.0481638043194653,0.943496171216913,-0.024810372990751,-0.0380098942090855,-0.0329780785005572
0.0336132765180159,0.829810381532514,-0.0185528609071479,0.071851695062364,0.108818803701178
0.0243466758266684,0.915020922372977,-0.0345807349030976,-0.0905422711698018,-0.0418586584558132
-0.0219713244092282,0.51714699546503,-0.0144799135216881,-0.10688067559236,0.0447176544948151
0.0333245286999055,0.814486695712652,-0.0586071706482644,0.0439079376009007,0.114739605935132
-0.0811443747807458,0.74817617647942,0.328559866361893,-0.018005160203967,-0.0328690575083045
0.0780413440025364,0.32910069877791,0.0618905590960666,-0.129771647275357,0.19344965975239
-0.14757359335187,0.228261126427057,0.542120537570554,0.0216694562098853,0.162659365323949
0.00667429928668375,0.441150769639886,0.0648266512706324,-0.0618991561418423,0.180819785187164
0.193323375469662,0.0931235786736848,0.0848498570689102,-0.443382369119115,-0.0369771306381145
-0.0223181254984826,-0.0723693890058034,0.500127728089676,-0.23669015413075,-0.0659638515562277
0.145532522220123,0.0508680430425938,0.0307636530915262,-0.741238670715157,0.0183430744404945
0.143156345712737,-0.0395142552714175,0.014107915587452,-0.614251984797154,0.044757981529171
0.0276027977572351,-0.0666159530503757,0.0043695500974856,-0.873596680979611,0.0691978703056718
-0.0843445190739152,0.0437192323378108,-0.0333120967085418,-0.885905071591289,0.00944386018039195
-0.0274012865912268,-0.0311328252526403,0.00866256538111785,-0.927324875422536,0.0321494963838825
0.225806037581404,0.0167477735792372,0.454948660052563,-0.140128822263781,0.0197065354425379
0.110399569845004,0.287099314797547,0.456571678143494,-0.1330256554059,-0.0218509399377262
-0.000332925649751285,-0.0770126067430592,0.60095408231223,0.0818341302780307,0.197211944156208
0.0519293515963284,-0.0298749899069933,0.565429375550334,-0.0681227140078325,0.185841875665264
0.00117366952907361,-0.0561182122236654,0.632073185470959,-0.0532435252432467,0.00129522870590529
-0.0466534625936594,0.132472825419515,0.0175786883568326,-0.727625763025044,-0.027688169292983
0.0673264702939413,-0.156795256916831,0.650098335405916,0.0449118142253422,0.0839957377493559
