F1,F2,F3,F4,F5,F6,F7,F8
0.113607200309276,0.0240748729221766,-0.069402759027718,-0.200171143661682,0.433613274110429,0.00847684779105897,0.0425786818460885,-0.14549771906739
0.00943446895859537,0.0327992290695142,0.00299847872673659,-0.0961487759046903,0.738542679734863,-0.0182752735289215,0.0142640013784297,0.0437203508275849
0.103214941676189,-0.0145638587652806,-0.0663958172915747,-0.148870666618179,0.660260731445802,0.0766032948225874,-0.0697669732638752,-0.00454084085184289
0.0751556352682335,-0.0749903541837391,-0.00551602106796628,-0.055096965606302,0.776775971793147,0.0135295926324489,-0.0114883824096304,0.0218609293575058
-0.12454133137103,0.257110716175039,0.0471560406441106,0.0356134591981721,0.579661623585774,-0.028115438540458,0.0698925979278833,0.0178320943311309
0.936527928075246,0.0409544536585578,-0.00895730467315465,-0.00626870858625554,0.0145015392631584,0.00705787847937653,-0.0186599319607763,0.00848401949936105
0.785541635474864,-0.0234301173167982,-0.0137609764610085,-0.0327431726429403,0.0383580656450819,0.0098278613632027,0.152586739965299,0.0122731300464518
0.0346554390062737,0.595814442333465,0.0363993559134135,0.0732372024348847,0.0612546732276793,0.0951776661540984,0.0336990693091083,0.0932252276508446
0.948425231313208,0.0375563364300535,-0.00789961408224991,-0.0109738930992227,-0.0028010362255706,0.0171602665883807,0.0214049898217951,-0.00242170121986484
0.833490562872679,-0.015075564214636,-0.00151681094300312,-0.0227484758140195,0.0318601693056635,0.00697507847381079,0.105597780508269,0.0255356071698511
0.0736199975560249,0.0124732885046767,-0.0293115667973764,-0.000309951253590623,0.215763961840337,0.765182341791636,0.016048245979033,0.0313124476004272
0.0276870922803152,-0.0398822129686937,-0.0087459350890858,0.0125441885581403,0.174140991383174,0.801898240823986,0.05432238258678,0.0341047958181624
-0.109639216338926,0.613496514771363,-0.11874004001047,-0.00984862080696943,0.100101465702751,-0.266119914294028,-0.00301291451158322,0.0176565294028386
0.0235866905542905,0.565920804858377,-0.00976674131198432,0.0158811708060226,0.0531657957594913,-0.322138007899758,-0.0411170052841177,0.0882689275766751
0.0110078172929738,0.756887855710373,-0.114975713477802,-0.0519734005686583,-0.0595148352079776,0.131480398998854,-0.276291098552477,0.00420613876579196
0.032592487026629,0.84774635677743,-0.047309822742951,-0.0351848523919336,-0.13317975412635,0.0150189719963023,-0.341370165843044,0.000134450532576144
0.368394799388114,-0.139585467865383,-0.0234690784135125,0.0261176115147188,0.0853291394278315,0.091544484261159,0.321720431495271,0.0250284220946509
0.0869363944911962,0.84856575447385,0.0818745650972752,-0.0058275978189476,-0.0555116113051489,0.00396915529309759,-0.192641095923418,0.0513146306738701
0.0883680733538352,-0.00731724873649054,-0.914959730503425,0.0014194368669474,0.0173034943390339,0.00681919611478564,0.00235030973806211,0.0414663694947355
0.0569089751726468,0.0203734454133248,-0.0718722002215736,0.00364513317703886,-0.00135978031230201,-0.016829289344301,-0.0114028227308307,0.900935736669757
0.073116091064083,-0.0128000769062924,-0.872904810690414,-0.0602031223442911,0.0104901018710167,0.00123335701475881,-0.0159963587788613,0.0479966507762555
-0.0680663808397074,0.0169892571963377,-0.184576123260694,-0.0935336023478191,0.0258139213760237,0.105520423694766,0.0652863248256138,0.337623034290995
0.0312955075463847,-0.0281165788383301,-0.0269173419776994,-0.0166997227314912,-0.00425267646026306,0.0104345762202612,0.045372857305544,0.923208426774052
-0.0900633980749927,0.333139299109107,-0.631187195136887,0.0324756146082125,0.0091150465518558,0.00557106515704008,0.0333623412850027,0.109920457729439
0.0187884430039517,0.0783221745091819,-0.134817000326571,-0.0999908938136747,0.197829980596113,0.0863854938107831,0.0744814261256006,0.177767794226485
-0.183675132299314,0.513410716052416,-0.124688304136293,0.053996137640213,0.179591813773016,-0.0464078768842701,0.0317769180983258,0.0951034265339662
