F1,F2,F3,F4,F5,F6,F7,F8
0.525894987812944,0.0786957652758083,0.0449237942762409,0.0463583256143632,0.320888315360459,-0.0134269432813434,-0.00125449099390083,-0.0840984640539712
0.556109535180767,0.133599500794031,-0.0464037828482762,0.00619058136481155,0.587721376726335,-0.0264077085751736,0.0085907460442074,0.0429825850327173
0.624691957189335,0.0316058645310485,-0.0690333568983475,0.0673299455989956,0.49957384568537,0.0488928351048615,-0.0689397556015381,0.00621740897521378
0.557793061000334,0.013870002567585,-0.0335625108065295,0.0708796222637059,0.611319285397728,0.00407357196818891,0.00436978441877094,0.0313742379649154
0.288481475598685,0.353476160799176,-0.0205074026774042,-0.061830065592608,0.475311742147699,-0.0292029910107905,0.0608872296911808,0.0335616385750487
0.670512858488792,-0.0392820549591315,0.0416158765254589,0.668263167055855,0.0030581455833858,0.0120144725437983,-0.040455958458181,0.00140303237941363
0.70053369166849,-0.0376364186580237,0.0372223261755123,0.560950520246346,0.016941647343004,0.006043237642923,0.0896481269463828,-0.000684488928150309
0.209022813640894,0.575298774540587,-0.100498892213935,0.0561638497316249,0.0498167888055463,0.0735826507544012,-0.00704429382870706,0.0652000144390384
0.696031658583515,-0.0368644273672833,0.0521178008831745,0.678237985206888,-0.014328218465637,0.018416443388368,-0.0126886036859777,-0.0062840036172369
0.692119884962808,-0.047346807600489,0.0391988799700191,0.596061094573818,0.0145182805833269,0.00653190632667841,0.0547811974917207,0.00895173552438792
0.604229534893492,-0.106975454615167,-0.136567665113836,0.19055462532346,0.02442447993715,0.605324686891745,-0.0216645290836555,0.0190931650148643
0.557208032292296,-0.157100160245888,-0.121723179215241,0.169034199518203,-0.0154689785047391,0.634640226419083,0.0109237304242668,0.0204961922630447
0.0553846293455596,0.677507881854953,-0.146805342738412,-0.139772083520483,0.139283389619412,-0.219829784128412,-0.0274586233120657,0.00935606913444598
0.0104799420920768,0.609922864176215,-0.085004242824282,-0.0435948699678856,0.119525765800252,-0.258582332935633,-0.0514796982698805,0.0584855152019499
0.140858753813715,0.632090001425511,-0.184842772496453,-0.0118410848473063,-0.0608653386185619,0.101175587571704,-0.276114158221698,0.00187758891554463
-0.0185703881388173,0.707873747882689,-0.118884920207246,-0.0137567801761985,-0.0917147885469524,0.0116714877376131,-0.325461475698524,0.00640474986247638
0.514636082365113,-0.0781900228690213,-0.00575810290412044,0.299539977842789,0.0409624233502703,0.0678466875816716,0.243484518071533,0.00571295266131145
0.0786464685828099,0.750719530599236,-0.0397435825523921,0.046250606292219,-0.0230135007593877,0.000401421174591167,-0.210534532315844,0.0467188663079694
0.561596546781555,0.0595221094396467,-0.798347499700448,0.00418679500038301,-0.0126774009852322,0.00825926289527914,0.0181997967216509,-0.0566856004406824
0.468525389994973,0.0687432888005362,-0.673289008867689,0.0215159387061339,0.0432336703134601,-0.00201267036890936,-0.0177350895143639,0.505989405855099
0.570959518095472,0.0484522548667635,-0.763094903398103,-0.0213689450868477,-0.0189236600945602,-0.000222175447684582,-0.00875547306913786,-0.05109180571807
0.39917059088406,0.0567575197521586,-0.397135636462568,-0.0680440424716451,0.00491573484898748,0.0777279133302738,0.0243779508430044,0.172162450095945
0.49292919629731,0.0322571865658539,-0.64750810343223,0.00783061932815567,0.0351197775639024,0.0167273826321455,0.021525831557109,0.520214659000621
0.379819105241499,0.393818279045737,-0.64717054112675,-0.101794269960801,0.0011952405780332,0.00351320718311327,0.0214701798085497,0.0113497655831902
