F1,F2,F3,F4,F5
0.526468351431166,-0.0477414013416266,0.08856036313366451,0.05225061111555175,0.29857797119159685
0.5565102781427217,0.05078975427757551,0.14370667417473587,0.011918892442626422,0.58796188491869406
0.6313746733575828,0.06837980216529982,0.03217306076908864,0.06637916903629246,0.4803453636250986
0.5620642774638795,0.03658213505753647,0.02336154058904058,0.07444784545731645,0.6071261327659246
0.28424239406100793,0.033314833858464094,0.3630882742887256,-0.04888808541963362,0.47992003622963203
0.6679716447307399,-0.03321922933021342,-0.0291422315625769,0.6690679426770457,-0.008264469455642017
0.6818476674906209,-0.012164769432863065,-0.040055844868783,0.5818193531654506,0.029818499787460536
0.19827266042898406,0.12801603500860564,0.5620182513706924,0.07204333106883655,0.05269459612223878
0.6904259629406434,-0.039725634986450827,-0.029601559438947125,0.686026152650785,-0.021464156994250083
0.6781902635786596,-0.018403772327638897,-0.04579978451539319,0.61156966847156,0.02255591898980699
0.5891346476465221,0.18353539816996278,-0.17736292618114896,0.23393630623352124,0.027083878233302945
0.5379420719899654,0.1719981331767206,-0.2326783235338106,0.21909399131427268,-1.7945185033021657e-4
0.04781980494819465,0.14834068135670453,0.70805633755622,-0.1458250757876779,0.12128968856604426
0.006757206884908861,0.07975027918214937,0.6449330626693746,-0.058500748557483266,0.10952873125051193
0.1533403490812251,0.1860178626317892,0.5936540718200572,-0.03434055842603398,-0.08483655641249044
0.0014741055191976916,0.10640627593768856,0.6766879561193258,-0.0507841945100134,-0.11910280183400573
0.482048781305455,0.04183630153019843,-0.09272861941330589,0.34341319633861617,0.08066937249515234
0.08821567876226581,0.04142875255166207,0.7338002037418913,0.027554116222868318,-0.04073005418286549
0.5446996963442242,0.793366011231447,0.05534243832388782,0.009955624998930023,-0.015164227414490165
0.4476197006914543,0.7031773912123128,0.06412852322719602,0.030862248318265312,0.1071891032895028
0.5577697862831397,0.76715754742564235,0.04581665327958773,-0.018466537710282973,-0.026433546559786417
0.38185749624461013,0.43368728738196105,0.04365616823157349,-0.04735682226761212,0.03841432248536542
0.4661477144099579,0.6854002172998148,0.025080442128620768,0.026330615697444458,0.10848930193272914
0.3619129140262503,0.6668767000891364,0.3942587035991597,-0.08967291316476217,-0.00213031928629933
0.4661964726662814,0.2782112164686476,0.11503776430567715,0.019198562835652813,0.15805147324765595
0.13100137077625185,0.2519199190296615,0.5842046314167767,-0.12437453650937794,0.16161413052022416
0.40144746520636526,0.37837320803793567,0.12776363843924252,-0.016342794429787453,0.1548335609994568
0.602784573722668,0.06331679918475307,0.09620170010211186,0.021535268491699573,-0.056356819259812556
0.18270637518735897,-0.02219021432308273,0.49242577610566224,-0.09755221030457312,-0.05144328718054893
0.8603390483567742,0.013351016206259085,0.061593014336143725,-0.0785266948617516,-0.03214038184339073
0.7016878930899575,-0.05980049333855126,0.03458847193673149,-0.04686859493245889,-0.004358718069021078
0.8682885077655637,-0.08906722165115807,0.04387964492070416,-0.18795112266323294,-3.810185864062676e-4
0.8214579495298275,0.003945126580448079,0.01664912908259575,-0.26994654747646096,-0.04867981818407102
0.8793366835601986,-0.05888390970992794,0.05259460344991883,-0.24068850657025065,-0.0329556854494395
0.35692004175485126,0.04429532511549775,0.44683077416155265,0.10089207660128094,0.022260709575884247
0.3861712007322408,0.2775232257366055,0.47441420828440123,0.017069082555678138,-0.005558580805757121
0.042660579868508935,-0.0038111889762855143,0.607567207252139,-0.004902372810490578,0.18933125827908698
0.24028286698352416,0.02522130917341616,0.5788797602857069,-0.0037631834438545055,0.16917376603338496
0.07954861853165511,0.010528509148088349,0.6228729778416713,-0.04253942872186641,0.020781330725512845
0.7257743163864188,0.08826536559705941,0.06127717653437889,-0.2105510616757306,-0.06609727622822699
0.02663945831310912,-0.07120323434593313,0.6331539965430705,0.029549668595563607,0.09343839098259227
