F1,F2,F3,F4
0.321654746764203,0.143657901566125,0.0985800344803497,-0.421291278414206
0.293278745780026,0.228327405568601,0.202023185368478,-0.44065818723843
0.379068756304018,0.109334069510843,0.237975846110065,-0.462904130873127
0.353720690515423,0.116840913742321,0.185491299718288,-0.417393124244177
0.0928700827113846,0.421712687190169,0.111197594422045,-0.261013059843789
0.914565876973578,-0.00381412315635951,0.125688686508357,-0.193721716377205
0.853749592042814,-0.00293902659679462,0.151352881038623,-0.252632604018026
0.132226833314025,0.56709955267484,0.17562740023536,-0.0837573363643168
0.938215544924165,-0.00472699795697577,0.125139149303131,-0.207470052750424
0.876730967501683,-0.0120714028670051,0.143501129384089,-0.233248161354546
0.489178382155751,-0.158283520381515,0.330152683377417,-0.30810726459062
0.452566100075959,-0.217604028759695,0.305376355496231,-0.279601601435434
-0.137660682197853,0.720602345499132,0.165128901014018,-0.069292094991513
-0.0743827212176593,0.654017779236325,0.0826051142356302,-0.00782651904587467
0.00907341754445153,0.562722679487163,0.22847080450673,-0.0747151946241892
-0.0780225970149779,0.633016066606529,0.111735603885251,0.0225902421796403
0.544226834474178,-0.0545118301465952,0.155780548681803,-0.211397652777284
0.0395916142677976,0.707969975999982,0.0685439779019349,-0.028028739703775
0.200723888905925,0.0583712620781208,0.915080804479069,-0.221792330004857
0.179156844984509,0.0833450760624686,0.794139402194824,-0.163801157283748
0.186614827832085,0.0461907916825735,0.895362982852751,-0.252546485463415
0.108579914070478,0.0545305661949605,0.524456408963737,-0.221701643817694
0.188950221875772,0.0477861575005104,0.781939618479943,-0.188703879427331
0.0246934190370412,0.391405606504359,0.746809742012517,-0.154751639923485
0.223189390895644,0.14571369699463,0.394715701801511,-0.30234250322634
-0.084080918850711,0.598786978002512,0.283389611823014,-0.102499769565128
0.147895103191055,0.150948675035688,0.473475930082788,-0.237983980483157
0.468336829800205,0.144052129489821,0.294736494678017,-0.428810686657927
0.365797289719424,0.259571663158415,0.40979392240254,-0.410153021131504
0.319560508760948,0.110844918816996,0.228287536329721,-0.473772214824163
-0.00373648043206576,0.477885911051599,0.0376716339121005,-0.198020465527191
0.372737762720393,0.0769897676360635,0.260597947499571,-0.736021742765308
0.327329077237186,0.0466838242746323,0.144495948078619,-0.606203259164685
0.296250745015843,0.0572992995576616,0.170937735662149,-0.817792879143551
0.192187011878489,0.0213948826071203,0.250020923970037,-0.800501552834527
0.253835897512879,0.0595365382699446,0.207711126464165,-0.837843845478835
0.255667245953862,0.470742064698631,0.137610860245161,-0.232661287213154
0.171651988608448,0.488852562380662,0.376003386184358,-0.231400439233979
0.000807951759684483,0.6306521935942,0.00784833587776584,-0.036229146814366
0.102023973753603,0.605726991969777,0.0917111691593328,-0.189995038457647
-0.0147279410566042,0.620769056845923,0.0373287557247014,-0.0736816640051117
0.400860985184417,0.266572595555673,0.219879509066286,-0.455079584642448
0.182675592458554,0.0635097898859698,0.30097285515287,-0.674066728559011
0.0291074301716358,0.645136852371601,-0.0614777147127405,-0.0182521606726457
