F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
0.08971782425315426,0.0035100541879904378,0.12979797907274043,-0.12441593501920398,-0.03567030886051892,0.45308442418357686,0.04366560373043155,-0.14523926308214263,0.019332567944145534,0.05959811398055134
0.013987582978831547,-0.002024241173475702,0.005517939006836404,-0.05090960210445322,-6.673701569649125e-4,0.7736890709675751,0.02189667033573605,0.040777022242360794,0.008138979260060363,0.011709874741282655
0.09220698938858965,0.04612934272794407,0.06920449386849185,-0.16474317161329144,-0.06689253060923744,0.7013440926851547,-0.0929353477712012,0.007935572428071955,0.044126824806792746,-0.08199476728640295
0.0016095845778855984,-0.04826772623185618,0.06089833747528811,0.009878028014314005,-0.040596788682498254,0.7897225678176716,-0.01848250221806897,0.018894915757187387,0.05443028781760817,0.02822482000319998
-0.04614354705859301,0.0010421058427186047,-0.09750807412973415,0.109405624871507,-9.751537290266605e-5,0.5720238122802478,0.17084047183047407,0.009429310160660537,-0.19107746126639363,0.09211526107634965
0.0040091674147141,0.02252752527571948,0.9440137956718972,-0.003998184726749829,0.0013442005559936333,0.002405169272078354,-0.029884730236357585,0.019874371586639624,-0.011624477939951743,-0.018199370336473043
0.02475928642866888,-0.021454890207096254,0.8404752978402692,0.015674803009185848,-0.02290353692984249,0.045742457243637714,0.007361108578687953,0.0034940931043523898,0.004250278519824369,0.059834622574163804
0.015246564672995153,0.10796798004413483,0.07671074653882647,0.08278119381183316,-0.024397465342808813,0.026984872916881647,0.09548826280651426,0.09415102055043763,-0.5917823137182934,0.04686459586942454
0.005648018170822023,0.011402093593422483,0.9695488725766204,-0.008914510753712674,-0.015854688869987487,-0.017805440000308738,-0.008128821760746504,0.008106549674275154,-0.013587015735995887,-0.013124518577207646
-0.0027713335035899817,-7.194019464777952e-4,0.8723863808898981,-0.018127152422488677,-0.02903115940812436,0.02960434109311484,0.02696059459818692,0.031158061423056344,0.04773975144256668,0.0043959015996019556
0.003596580020014141,0.030944549615755563,0.07882180230904959,-0.022428862192826214,-0.8083459316355958,0.06167975396704681,2.0665427995812842e-5,0.03890654506169488,-0.029185321352379747,-0.003418630821560925
-0.00905310424193979,0.0229539101204368,0.042576463231906864,-0.02903916844984812,-0.8431261834738383,0.019046393415655123,-0.01267907693602101,0.03553886941415732,0.002830803542981534,-0.016953556117697367
0.05289095866553678,0.25034077825087936,-0.10187902531736175,-0.04752932722882974,0.14491246647359182,0.10483039328827723,0.5723871202351482,0.058779518182108775,0.03343499606916087,-0.018172875896240295
-0.06293769045113229,0.3023100230931303,0.02814619668300387,0.027618639875938725,0.21224960883328814,0.09573721547312368,0.49358789225448846,0.11159656230353632,0.10642221434029862,0.01987004349167896
0.047962785934995214,0.7937614607178838,-0.025196785368199588,0.013563990962904365,-0.1586508982903683,0.010861153071233635,0.115212905776918,5.700731931410422e-4,0.08080239086395678,0.048672551367774326
