F1,F2,F3,F4,F5,F6,F7,F8,F9
0.457009531965458,-0.0184200673729378,0.0708283799067147,0.109643604831769,-0.00196706785880346,0.14118081116758,0.032831811162644,-0.338613031372119,-0.0378997562192915
0.576126728075452,-0.0198599486501976,-0.0427156315070201,0.00415232142825053,0.034386823026525,-0.0230029480961856,0.0206268460406237,-0.606601318678606,0.0312470223230389
0.538601204633353,0.0544405288402806,0.0431154351479882,0.0616675243105856,-0.0714373205206264,0.00536046524639924,0.0285783485706619,-0.583474558646876,-0.0483368124856781
0.510915681011713,-0.070933996781589,0.035064881859755,-0.00164513794359478,-0.0127897212707256,-0.0113183223365629,-0.0338176165970269,-0.617339939642007,0.00955081802993535
0.525526406246045,-0.0625344196014147,-0.145135067915317,-0.0940791360112853,0.0615518592565643,0.0376429356225085,-0.100013801525984,-0.351884285215627,0.0981057929135291
0.46628208857215,0.00972179816132754,0.848502151651093,0.00815029877685704,-0.00184556289332795,-0.00236745089841954,-0.0581748406161891,0.00460596488819782,-0.0100838253057935
0.494095689347447,-0.0340989316994272,0.689032500061351,-0.00232231093312819,-0.0103441836193876,-0.00360954661301882,0.0936959230264808,-0.0285206545250383,0.00260168417933049
0.573494655382387,0.0526143365162318,0.000570500512460393,-0.114976183561068,-0.039147997955899,0.00246023143607631,-0.178706265066317,0.151007775947975,0.11467683988769
0.483549885890458,-0.00112162593463478,0.860032281011599,0.00678971791826251,-0.010640233733993,0.010087941275344,-0.0343656248375533,0.0236883563940395,-0.00632322749028553
0.477218092576977,-0.00398379205708559,0.735453762065626,-0.00487036417054591,-0.00638729097341119,-0.0196267784944238,0.0780487261715596,-0.0359863546738061,0.00630536679238599
0.425558935000787,0.00471560320836484,0.0372037222726822,-0.0105720323165138,-0.781265235420426,0.000515174357293133,-0.03908050192693,-0.019757396950046,-0.00476171660458408
0.348883409113628,0.0114023191367836,0.00059998567950839,-0.0185416799162066,-0.809394528236223,-0.0112323747570463,0.0223583614490593,-0.0032020697763697,0.00745935125906237
0.497903189013105,0.186645398761664,-0.151301046422128,-0.0769430904302664,0.334387992468405,0.0386758040780798,-0.0292266413676915,-0.0402677178017159,-0.0259693565604498
0.400599427081629,0.233405630896273,-0.0254160981645398,-0.0858560947917318,0.383012144856262,-0.0419617699568765,-0.00218817135437012,-0.0548375898423475,0.0520188502326091
0.452330514422692,0.689861429279109,-0.0429463951716983,-0.00375589649063047,-0.0829738994446039,0.00510523259043426,0.0226763908473143,-0.00924294960507028,-0.0481094164026392
0.355331276038414,0.829385331369991,-0.000356620058569099,0.000532445474470116,0.0419609710406681,-0.00295824730478585,0.000178885286158015,0.0186331936613875,0.00580677489141924
0.365632943916935,-0.190095083121404,0.297548976075778,-0.0731969183344625,-0.0982838267368162,-0.00377297937070569,0.182927801262615,-0.0264195117754862,0.00999991771133775
0.495779752669678,0.464942306939366,0.0407145145211704,-0.050673838150049,0.0737554172271883,0.00388828105502545,-0.104746488791157,0.0992487361452663,0.137365330277413
0.613651447959413,-0.00972744263842488,0.0302615529881552,-0.0150843452425485,-0.00645488083145839,-0.0192257259656053,0.00155988507333909,-0.00786188533904034,-0.747178627267122
0.56156767678184,0.0156109242842684,0.0193499319183826,-0.00911386891527479,0.0162339188914585,-0.764445826477109,-0.0208894382691271,0.000585904762100367,-0.0393437714537017
0.600243353909613,0.0035123629965551,0.0191375383001207,0.0359786937955148,-0.00262571656659447,-0.0260984982568751,0.00254142405265317,-0.00993409225335283,-0.717527278020482
0.433521085393855,-0.0693612114608388,-0.0877343902059366,0.0563039795797126,-0.105618463540797,-0.264358000228806,-0.0137998308655904,0.045027114585717,-0.127814531552187
0.551821617752012,-0.00135450512295295,-0.00618906896003118,0.00267818167524922,-0.0157442286313364,-0.797639888894143,0.0301234625120324,-0.000601581469536816,0.00816684590741845
0.671163846907645,0.0349788510256536,-0.136139323155856,-0.0742906898731722,0.0312551934628519,-0.0369733298396996,-0.0621125315674918,0.0835864150269199,-0.472606307854954
0.530615557206426,-0.110766348098911,0.00625943857134804,0.0675363478859646,-0.0840767915806405,-0.110757401932577,-0.117695556440079,-0.0325963709825095,-0.0750426358937835
0.571656430149519,-0.0491878693279331,-0.192915221515668,-0.0988885212299802,0.0983515453372028,0.00853918952651898,-0.234715831798851,0.0580958631571906,-0.0252259284941575
0.510417517030857,-0.0743291541539284,-0.0405997877464193,0.0528553411764268,-0.11810149539162,-0.287970723855809,-0.197295991737201,-0.00921060451877045,-0.0224653947806014
0.610890511975165,-0.01754314665955,0.073880314139519,0.0383445350411507,-0.00365835974571108,-0.0150462252200589,0.567160447736945,0.000881512178542475,-0.00508959781566484
0.703823744892851,-0.0411627979433681,-0.0501537840077879,-0.0261923376828536,-0.0303602311748733,-0.0329463722528116,0.41911998367748,-0.0545769576145396,-0.0596209131935364
0.5501918426533,-0.14941827916815,-0.0215309804243435,0.187152326171306,-0.16343498943909,0.106132474402748,0.186872056042343,0.146477873433337,-0.0130565012832249
0.443002349636985,0.130693621848127,-0.149678796230865,0.0684680385751278,-0.11221753351006,0.120482028825465,-0.0954609623767775,0.17229135457826,0.136198309344781
0.632941473884242,-0.0224745310664033,0.0689605020930972,0.503864632688467,-0.0177599368536421,0.0271385628108337,0.136774561379956,0.00556781665962601,-0.0245611955980191
0.479688689710833,0.0748768901212666,0.0785976722253172,0.426855195045485,-0.116719133820172,0.0592698473724588,0.0336698734324113,-0.0694050059968704,0.0112742005822148
0.577149642363704,0.0245906205469034,0.0213847567272961,0.650335059197301,-0.0473338159996958,0.0146301823255238,-0.00794495759377633,-0.067841006391089,0.0490791593213474
0.548505516837779,-0.0728085258166485,-0.0352717509786811,0.697763115366424,0.0559033162152184,-0.066536071944275,-0.00572592799825214,0.0396824613802254,0.0102209439278375
0.578593374952535,0.0362888876596631,0.0141917791784437,0.720917453787875,0.00485023486518262,0.0223778112335215,-0.0415262522268208,-0.0471855881869438,-0.0098640868483412
0.596422291790882,-0.00555072215649311,-0.00977554087264475,-0.0897021172202242,0.0722382120661169,0.0594466999629679,0.291174746438881,0.0984402543796314,0.110403412462816
