F1,F2,F3,F4,F5,F6,F7
0.41854920601138274,-0.05535086718405828,0.09345593487908749,-0.12883382161908138,0.35494868426992054,-9.075509744094581e-4,-0.14801132370706385
0.5539137822833083,0.02166313947893095,-0.02658649972431545,-0.01610897902708163,0.6190034095941106,-0.03422962742748481,0.021819804823047906
0.5151046542735047,-0.030958982048968242,0.04268473048996735,-0.06097125559246596,0.5335717432567753,0.07754058182924492,-0.0024794880123989727
0.47429441086103585,0.008532408249096846,0.03147705367440594,0.013548682757999635,0.6717555064605332,0.013736795102735708,0.01715992416438064
0.5271879900816633,0.07774489727659095,-0.13950104531666294,0.09025239000532598,0.4324400828450357,-0.07743826435141009,-0.024735259317076486
0.3909912456234221,0.013068284609818737,0.874956818396836,0.014999108842412637,-0.017163319379721535,-2.7460426726067313e-4,0.013046559917079977
0.3986940586673795,-0.022117102463246174,0.7732707186202582,-0.027515794290591068,0.0400631616012194,0.0024681128676668743,-0.0021079741615009882
0.5970121695016579,0.10857195015531135,7.212526815798994e-4,0.11487105990706423,-0.13511281607375888,0.02043378734202377,0.01920086598714446
0.40103806985725576,0.008460407476157034,0.899419067249115,0.006904972367869767,-0.029193428436455567,0.007156715297902091,-9.547287517015154e-4
0.390722319575674,-0.0018406336977150606,0.8086382472932812,-0.013743663484696541,0.028995933237952895,1.687717535546438e-4,0.017798937227509186
0.3704037602550624,0.0013920636038376455,0.026229379263410332,0.013485865574182826,0.010716059157374957,0.8029849679635406,0.003277774618337618
0.29180940737030964,0.0038594570543692454,-0.002541482970466613,0.013595726391960427,-0.009827060202895112,0.8439705281826908,0.004976412213854427
0.5724054005683842,-0.029221211906964965,-0.13553030160159685,0.05876196301828026,-0.026198214221169958,-0.3630181609200362,-0.03872713596322543
0.48181302079371224,0.06023008034704771,-0.008749543907715313,0.0780470614225404,-0.03866543016120507,-0.41464717603059814,0.03670745881303757
0.5812386249523527,0.015046694196527599,-0.10076217292641541,0.04670763461991418,-0.2793069107854144,0.03671942311332276,-0.034450348628673036
0.5133242985307184,0.08383202775750119,-0.08828680164353085,0.07043331408262352,-0.34053483080564173,-0.09448103936642561,-0.03282752111569896
0.2640624356728352,-0.07014381023140077,0.41737074577283395,-5.829422325244204e-4,0.11829981578156815,0.0975506442184729,-0.012379847502307126
0.6090031550037477,0.19305965550380558,-9.76595048328584e-4,0.08426963266372468,-0.28216112626802764,-0.10689459225456766,-0.0019825425160752697
0.5640157880669039,-0.7907862023080805,0.025322613904893605,0.018103039093484513,0.015414742780998462,0.011835420380638239,0.014177837275305416
0.5313327145350323,-0.016210912413148815,0.02080715911415977,0.008673189481000189,-0.006301875620086564,-0.013634871560626254,0.8109063840601569
0.5531270949945366,-0.7375463223091062,0.00886860938223314,-0.036476269310798344,0.0075452290587543144,0.010776055769146642,0.032355278910327134
0.39189227814453725,-0.14374642506147417,-0.07744394802228609,-0.0773933703982839,-0.0068885764505819125,0.11427467627883808,0.2811720472207079
0.5091990254430252,-0.011102698531390454,0.012838830317280517,-0.016969117048794814,0.007686054727660534,0.020349809396080047,0.7980575361185329
0.6720130544273396,-0.49870998714729253,-0.13811426821379577,0.06306693738409894,-0.08281398265000037,-0.03436775662666034,0.047953763322046844
0.47356784658778617,-0.10294778430709459,0.00495138132200222,-0.0738241661549347,0.12079139750401921,0.07578673263666812,0.1255675715548452
0.5936894889215746,-0.03630487378704644,-0.2109762604277748,0.10200246521017964,0.01770014158583273,-0.11582382951476153,0.02570575873020324
0.4790488111459209,-0.012484074322143823,-0.07807335581248576,-0.031934036772745214,0.06948909175555638,0.11606631948941991,0.3230649535746317
0.45029888395663353,-0.10816870497447682,0.09674987129438714,-0.30023482400747353,-0.05117138456302295,0.151709254804945,-0.11780749986343095
0.4779283718991033,0.13861509942719247,-0.15320076796948345,-0.08561609609389585,-0.19940058027236168,0.09473465374832046,-0.10917621088331761
0.5450357021776365,-0.06135435847142315,0.12843761006098375,-0.5923192025014463,0.010104833324629827,0.013934892473172315,-0.038203789075645284
0.43635025930454396,0.028700079730974822,0.07911617579560815,-0.4570160857632248,0.024982073068260398,0.12270611657326129,-0.05606327476705691
0.5175459887912315,0.06742141561623129,0.008286494709895242,-0.6933844109882753,0.04581171160005701,0.05759526535792339,-0.011095176371875279
0.46660449297928736,0.007299579412657367,-0.03484380379145856,-0.7691691965773105,-0.004176616092048273,-0.05600527110586287,0.07673439806120746
0.5229751264942368,0.02114094074772567,-0.01728114418445255,-0.7540287597456692,0.017742585078797807,0.007170129382744784,-0.013072964707407514
0.5540502699107424,0.0037021900720409576,0.1587219630474806,-0.04690753132940557,-0.07309411460565446,-0.10006648423566643,-0.08339477139680838
0.6478312183423923,-0.24331207543887667,0.021895718446345094,-0.009280248367730132,-0.0906293733097954,-0.03927802526300308,-0.1388991420217281
0.48505998265784833,0.07768804966221171,-0.02424511559637869,0.14139317504474208,0.06491557469104603,-0.25497710602975293,-0.08622512291437112
0.5959801093563329,0.06995309986136442,-0.011262189739958932,0.028499360410326934,0.0459090322615758,-0.15647683181029878,-0.08164114866338312
0.498611168162637,0.03283696722178249,-0.044922709396136795,0.04327486511226938,-0.11674593869732824,-0.1785005685529152,-0.1488436150572648
0.46772045037601034,-0.11037107510293448,-0.0210522875713618,-0.6134941753636485,-0.036497500999539315,-0.036039966120189636,0.006536046099368049
0.44461180681598,0.07846733597657356,0.10957597741739064,0.07724017754241023,-0.027362433058929526,-0.40960660894493145,-0.11009969466295431
