F1,F2,F3,F4,F5
0.47404302002728693,-0.15051976869558933,0.059087437010019984,-0.16858577190310853,0.31604519030760886
0.601467196526838,-0.040328682484252795,0.1090996501439124,-0.05004384412516985,0.5486162812107513
0.649247018036922,-0.1145376049531461,-0.007236379584465866,-0.08028925775015866,0.44535767681840654
0.5960936433071363,-0.09884869353541653,-0.01077374316030641,-0.024261715726114602,0.5710879868891525
0.3590714018009905,0.05632269719860641,0.3445630571308265,0.0054684596953042675,0.442257702625211
0.5609103922527605,-0.7591432095237727,-0.06714627394549429,-0.01558873458296431,0.013733424250546356
0.5861345704936942,-0.6727384273389461,-0.07958449098719449,-0.04004874979976194,0.04475797940953347
0.28097144703595783,-0.051486413540400774,0.5446687842753968,0.035636074590538705,0.0013456499054240803
0.5746367628130592,-0.7839591883373263,-0.06870866417843069,-0.02635791713098643,0.004465688262858508
0.5792535406177417,-0.701239137700516,-0.08487898881974666,-0.029787531564326692,0.03926638823997769
0.5880301638184003,-0.2688695556237667,-0.2179244457208785,-0.04017223397288283,-0.022517347315731392
0.5304208284029438,-0.2520936508804475,-0.2697131040462497,-0.038303982850253424,-0.04468360431153364
0.17965791145636553,0.19271527028982013,0.6985146336105891,0.03385996981179075,0.055913133068896406
0.10667710069646974,0.09743263492579296,0.6403368274677056,0.04917208779521691,0.06664108161347693
0.2484630901205172,0.055268591424147306,0.5767844505722934,-2.3591792978007453e-4,-0.14645373907971307
0.07958322014203242,0.06936434799316227,0.671294127513097,0.0021708386060465407,-0.15559611320719308
0.44388440223189396,-0.3873939691935552,-0.12224312715593871,-0.010338452319041916,0.07072733541456946
0.13840712491212306,-0.03491419356573962,0.7254480099184447,-0.019497827757351566,-0.057868295663550784
0.8663189297191934,0.17867619832106393,-0.004132670921752608,0.25288030433554637,-0.2883054657660067
0.7606833725001463,0.16559811035760705,0.013528636201185006,0.28920756249540386,-0.1465957848358005
0.8602033499672,0.18776346145658318,-0.013525983103765005,0.21196903723937724,-0.28715501468523585
0.5509233287502964,0.12960331139569672,0.006155053255608733,0.08564093875983167,-0.10880355200361569
0.7644507285579373,0.15792244642498804,-0.025914061542621915,0.26706874845017703,-0.137250637872806
0.6697587641318765,0.2602331521884648,0.3490911183830549,0.21136264525720255,-0.23739063390685175
0.5686068640526615,0.005272069687326875,0.07780587780292117,0.012982049472097752,0.06131332258845519
0.3019285372638391,0.2018530812613094,0.5665214447664022,0.08494768380503015,0.05865189034203055
0.5652361221010634,0.09238696019340749,0.09087916144696007,0.09087012733718344,0.018622340376813304
0.5343564808848357,-0.14944177704081604,0.05819572151658514,-0.25799659291502663,-0.04933769348388207
0.1623136225443063,0.022866268621448905,0.4811882565752755,-0.17045120970165728,-0.032491294087567055
0.7223266658246819,-0.14286701999804813,0.010151926492150687,-0.457191402254929,0.007799721487758343
0.5559000841225965,-0.15703167340393945,-0.0048903097684361106,-0.4035593844734411,0.052783353548807393
0.676601016280126,-0.08705912750656336,-0.004501104281945681,-0.5721101550965262,0.0800660926764492
0.6726039366180752,0.02640627214562239,-0.03214469507151059,-0.544241281674952,0.0012580534143842026
0.69466704992475925,-0.03652727283963861,0.0024710397863742066,-0.5940666777476825,0.0408126086868453
0.35852797070103637,-0.15409668015045191,0.42324507610056106,-0.09003537616613735,0.012475057907033377
0.49759184608315354,0.0024053096498469068,0.4410022402249873,-0.00263136780921628,-0.09718589783119762
0.10645892955606767,0.0197720124157908,0.6038634435059651,0.02881314678795366,0.1721540827198397
0.28138748019281495,-0.020941020328150796,0.562569818665666,-0.05343768735690525,0.1521507295053514
0.11582615988548214,0.024445217637844168,0.616359220988515,-0.05048143699557964,0.013809876369706514
0.6381599394636676,0.03026998656857822,0.015150674683721058,-0.4191944622555971,-0.053634917726085196
0.04489900126196575,-0.04771484107780107,0.6326049574985555,-0.019990645274949988,0.10670602587887766
