F1,F2,F3,F4,F5,F6,F7,F8,F9
0.09162064079274314,5.892795917909026e-4,0.1307021720590711,-0.154051573565746,0.44326457154552507,0.025176166734224736,0.03188703324498585,-0.14572118127976813,0.03663879694115058
0.00864437342768514,-5.573119256262228e-4,0.00943941980670307,-0.06445095800574721,0.762726872893571,-0.004943509881999361,0.03157120153759502,0.044485707542384754,0.003952100258520816
0.07218262395360811,0.04684274190955765,0.06955723538859636,-0.16359248578726793,0.6868607211997372,0.07206707225431767,-0.10445549552291047,0.008329451199392414,-0.08457930889295208
0.0035919860562518753,-0.04785949953683525,0.06971761268473246,0.002837833193100492,0.7859110926054285,0.028544707264860466,-0.03886239322450867,0.021775477425684746,0.0283215936597752
-0.04595887834476895,0.023125929005081536,-0.08924428975284499,0.1053681368285648,0.5606575393813287,0.017326582764991372,0.31198742454508527,0.015892174524774635,0.11437422718447222
-0.0062881942391493605,0.027086278601708647,0.9442885050263493,0.005674950758921745,0.001990988372165865,0.007866272597157428,-0.01238215018621627,0.02166020205303732,-0.010573386739002426
0.02878594487230209,-0.021794714737276302,0.8430277512175969,0.002492377602489909,0.04929492073373186,0.017119930800539383,0.008919302095473721,0.0051993613759253685,0.049860694266712205
-0.04192619900481948,0.17378080401380633,0.07478465816203983,0.09839141274220344,-0.005482743993666172,0.14281937978642859,0.5232893130218919,0.10835966366094804,0.10731778353747835
-3.9826012825211476e-4,0.014160460854632108,0.9703508967679046,-0.002435087054703976,-0.017367691551163647,0.02011334377421639,0.007816619664960257,0.009088002140350453,-0.008299217553406178
0.0076350051894502075,-0.006039415734475146,0.8729618390423346,-0.026026786065666985,0.03502315138870061,0.009246599184984869,-0.00934163693142975,0.02902046082739097,-0.008194964586870563
0.03747181864240566,0.018267292271523395,0.09308225803932756,-0.05642004768712475,0.06953089550857135,0.7690899867149951,0.003982936140308662,0.04186242385229068,-0.009081254034347695
0.026711377012517534,0.01615301615326177,0.0591134813300903,-0.06181282086282747,0.03228246881922535,0.792861067737355,-0.04141545964373643,0.03824465994163696,-0.023647871454784534
0.12716540287524905,0.24069996234029117,-0.10895911754332256,-0.0843498875486649,0.11318805808651267,-0.24220726527033268,0.4398917901710143,0.04305299860857553,-0.06554183291474774
0.009461522074767182,0.2809219201594919,0.020614189739140146,-0.01078252865416867,0.10768254952407111,-0.3110366461378215,0.32951100069954437,0.10017359878180075,-0.030816164314981624
0.09075832569585135,0.7747664068901559,-0.02065556310543129,-0.013050481630780417,0.026481506023924874,0.09495759640156788,-7.180933294814798e-4,-0.0020883958406258517,0.017358463364571572
0.004706648261345253,0.9611597328285384,-0.003006206774837079,0.0025844888028344476,-0.015210984041486589,-0.033692920251567005,-0.0625012934513888,-0.0072036985208175155,-0.007631932286648865
0.07627831975655401,-0.22050166870678659,0.44775771673739184,-0.03555868128503749,0.05007983342412856,0.12141050181533983,0.13866795847133512,0.01314119370978823,-0.027012067364608525
-0.10870597062623476,0.5848476555823904,0.08170047105005984,0.017127248958366335,-0.023084630031440893,-0.001953801958812305,0.31825079542038637,0.06859972427374841,0.03431615326914631
0.9234486956957197,0.0024994124719991333,0.052265642547811166,0.04026719163671013,0.03442211862655917,0.014604132334139413,-0.05529274043784882,0.04567799123781244,0.040764612474012675
0.03624998459073782,0.013052526302693495,0.03315463603617132,-0.010049875240325037,-0.0016237415302200074,-0.013887053167525877,-0.016906436653105816,0.9416201897583251,-0.013430072983258972
0.8670023924527769,0.006898614735828914,0.03132959246761072,-0.032382743566584785,0.024860528380371533,0.01084005199494793,-0.06485252607749879,0.0672310248895593,0.02317930486104286
0.190073966392057,-0.07843334403636548,-0.07379570427196576,-0.16605326436112386,-0.03094141190848776,0.13174037969841734,0.11328977640716771,0.3694245739376549,-0.06428796423517452
0.02590763246475091,-0.01134836178979309,0.024748620582129816,-0.028692945762977054,8.524242555126823e-4,0.01668170713822771,-0.028818681823627325,0.9250738020995077,-0.003714743513426178
0.6393336524820236,0.06413737094634697,-0.1105099510395386,-0.04271201064771926,-0.035938978130185054,0.037908585596287285,0.3049924225084477,0.13998227647975306,-0.04494005163270758
0.12998772254222837,-0.003038361089703942,0.07163460635564524,0.147449738053257,0.19947623737371226,0.12837596524844935,0.11883984626433593,0.1550529080922336,0.3436220917158135
0.11553113109985831,0.05255952618350616,-0.17009729789372444,0.04967561801187286,0.10023018246226131,0.021442450736408877,0.5707269471914954,0.12385481734011645,0.06257374748698259
0.03451134487064524,0.017794827008697695,-0.024730493988516872,0.12926803602756026,0.1509038423423856,0.15755438869988353,0.11706316861779617,0.3866680961349212,0.2610416379748414
0.15818482744467088,-0.11115499308356853,0.150712233314398,-0.22767050362183186,-0.05387154047737152,0.21897384605447207,0.2680345715669064,-0.0765697909220008,0.20292900198807923
-0.06630773997575266,0.22609016949820543,-0.09737309031517459,-0.14170252050118873,-0.0637146156052993,0.19960331691172464,0.42718587520866824,-0.03977249232442979,0.06497533120561969
0.1116529138281875,-0.027756025154525434,0.17030913796156524,-0.5809632079163504,0.03385318678052041,0.04909469745985424,0.07099446680941916,0.012838969357917951,0.13982912062671554
0.021051625436232665,0.05731934439909733,0.10171914200949986,-0.5785204980586698,0.08285336605420185,0.13212945989311378,-0.003226681297236425,-0.013538335671274118,-0.051950835694797914
-0.023635609842459746,-0.003144239333656075,0.022435483803255107,-0.8146121193148367,0.08504484832914587,0.07383072607969168,0.023703196728375953,0.05415560276243263,0.0032072665144085855
