F1,F2,F3,F4
0.540576274868098,0.125912371788922,-0.0525274278088365,0.02163257433491
0.571560042693997,0.210099804305701,0.0454611548915039,-0.0157894106588245
0.642830932794123,0.0881285658359657,0.0634200245288204,0.0392357832645384
0.578734820035375,0.0976188922107379,0.0277311754049123,0.0464941967687918
0.300535562081812,0.413011397206088,0.0290189123468152,-0.072229008317243
0.694993651341845,-0.0334000738034508,-0.0456187389808341,0.635262332025503
0.714452971468587,-0.032216872063599,-0.0279458207299606,0.550786698114706
0.206452042692864,0.560150084016751,0.130130638297014,0.0601794617865361
0.718715032977122,-0.0352158141461218,-0.0526349729873487,0.646848119846499
0.709579608684282,-0.0415308518202596,-0.0335684036744833,0.580900436059994
0.599990512605683,-0.180072280592223,0.176688291329484,0.211297537799804
0.548495960763221,-0.237614528491626,0.16481213705442,0.197807579853556
0.0471306785037496,0.721256476951689,0.158300232816215,-0.150983383290298
0.00904383746001368,0.654840603258291,0.0864390217115011,-0.0615401732617759
0.145506534305856,0.558871778796183,0.198942889264961,-0.037846002235763
-0.00932809049789358,0.634303926756451,0.122497933242929,-0.0485572036316025
0.509660425508898,-0.0745917990984563,0.0264883967610402,0.31951778189866
0.0860461191601185,0.705388091152538,0.0531870238974836,0.0216267593582037
0.542323053806979,0.0412683533677121,0.796513221011313,0.00336411401822336
0.452032769051654,0.068902341630052,0.697774470761992,0.0236942404124094
0.552639519929345,0.0290424613651651,0.771705210286544,-0.0251086927711772
0.381904398385817,0.0430651674396639,0.433600391385147,-0.0570477571978921
0.472400475044052,0.0327152582658365,0.678587741563408,0.0176239697479771
0.355865295576211,0.381531283893357,0.674301545599953,-0.0926939641360279
0.475471565184883,0.130564621139535,0.274096264688369,-0.00289280093528082
0.131941166416058,0.596468372206297,0.256626748839797,-0.13187510050241
0.405406700203176,0.138453005061965,0.375484189233376,-0.0310176052062238
0.682758289835893,0.120605015986928,0.114924792072475,0.130101684813245
0.647002993687751,0.238279810438927,0.243111507881554,0.0533696345696325
0.615591617718329,0.091122615372821,0.0590523595685529,-0.0154036866341283
0.178852752738083,0.473581134579145,-0.0133404305094278,-0.112137401251374
0.858225684160838,0.0505203295662609,0.0174715555691783,-0.122846555653388
0.698046429418985,0.0249027106187328,-0.0555097303526822,-0.081944382981969
0.854010032810546,0.0320585846222902,-0.0792088047792309,-0.228949104736912
0.803523269501862,-0.00129825620277757,0.0144131509760434,-0.307973567094135
0.856445422568977,0.0347646323098615,-0.0435000058122085,-0.276593368890971
0.37783432576269,0.457926018070915,0.0404997129997485,0.0770494195407399
0.39723811174842,0.476421449939098,0.280339718370687,-0.000263733722477399
0.0514521992539808,0.629497257680569,-0.00206615939089332,-0.0133639169449944
0.250606019494606,0.598196411929416,0.0268350523754917,-0.0214636651150563
0.0800169526525338,0.619082448155081,0.018832091471342,-0.0487146775108691
0.648881685095813,0.244978934712948,0.0451147799564664,0.0640112641141417
0.714911670563119,0.0430831775606481,0.0962015332078565,-0.245244546713984
0.0342511054951767,0.644107525377476,-0.06772336282351,0.022964215793103
