F1,F2,F3,F4,F5,F6
0.10596212231634748,0.3533336940619084,0.32165608945604196,0.11799139283077935,0.36846898372908066,-0.0751765980819051
0.23236785772102994,0.33056188016816246,0.28093673645345146,0.1814291841983042,0.6357148539390917,0.01751518728293694
0.2624479588129546,0.37060273583285475,0.3710416297746907,0.07126206570963722,0.5427805324772583,-0.016008939283403523
0.21331038465404142,0.30537964001235196,0.34235242938314664,0.0639604958671361,0.6601890551038623,0.009118123900280106
0.12618752238235456,0.16979457091293468,0.08294487566702638,0.38722795544762634,0.49395125253842087,0.017071358526629943
0.14335329402490898,0.17070815731447395,0.9193788994416341,0.007100500807663935,0.029306065359445722,0.01463286189312838
0.16825172578429035,0.21872248902960797,0.8509428329965283,-0.0036674617395183497,0.07605579151243441,-0.004058986522110864
0.18178160227429602,0.06684717554120698,0.12753742122842332,0.572342118805276,0.03133895776958722,0.036343320755510174
0.14120361384753352,0.18277132556998305,0.9468313489326405,0.007560698519040685,0.019780239073349887,0.007046469499402675
0.16253327146631746,0.2016976123329172,0.874737477364417,-0.009405413227580402,0.06635474476956711,0.01090649632626181
0.33210246600697707,0.28626805360873964,0.4916576931836237,-0.1477474954747842,0.07303770252517239,-0.03655642790211679
0.3071343370916436,0.26158842955690526,0.45598069430757265,-0.2061680402346401,0.0438235018479244,-0.03644902021557327
0.1578129709967108,0.048173780562213,-0.1424831921171195,0.7082718698103446,0.10278998706962057,-0.014531212983553317
0.09289317769826909,-0.012554516713383356,-0.0820409377612922,0.6436141489354571,0.0799626502527057,0.05121774298797294
0.21546224500251013,0.09112919233280636,0.010472558018661739,0.5965124466996775,-0.09881829429249112,-0.019786213246938487
0.10197550969056603,0.004685233386699982,-0.07674916845882518,0.6722051715772096,-0.15018074181536303,0.011052893926152246
0.1700671566023381,0.16856138927475184,0.5397586676471752,-0.06742230664648231,0.12146071283190221,-0.030275181469836702
0.07387811443495876,0.035498445307327695,0.0382699641887119,0.7367840874226788,-0.07229427062103165,0.06217389583751708
0.8926807216913273,0.2021959697332256,0.1987723874834771,0.07230955115606644,0.013914366996618716,-0.2826569195159092
0.897983111000412,0.10533409581302662,0.15744101267106966,0.07210329322025588,0.06525906876094988,0.3021181880772546
0.8635843305219152,0.23977532161670082,0.18637522150086172,0.06468982227758388,0.009183507836554167,-0.2590963445402462
0.5437555556701706,0.1992451546670604,0.10319176304242157,0.056149158312733746,0.037364698832945076,0.04914397333298538
0.8848379142687219,0.13049121565374924,0.16679848324185448,0.031055561212587707,0.0715772761085093,0.30447866009690866
0.7226500569369688,0.14319943254066206,0.02130889703659355,0.40372952129801376,0.002269385339392062,-0.1683320266438222
0.40840220221114865,0.2586695462974273,0.2198868426464548,0.13730626687949837,0.17249850106678746,0.006692081767828054
0.2797064889175903,0.07177583857828755,-0.09014503228548222,0.5906994093717444,0.1432412141229741,-0.006833465014961744
0.5075231043044279,0.19761395112385224,0.13964448405199623,0.1458576592875002,0.14069734653977284,0.11098269059557453
0.2265143451470102,0.4501931235499315,0.3293329408231894,0.11737406353348898,0.014527935069207822,-0.0906479797840711
0.03050629745399564,0.2027294175306298,0.0026314876270858395,0.4974046116667271,-0.040621186969964126,-0.00578387909528651
0.2757046076218724,0.7148577248639508,0.38749604363521883,0.08967894523916378,0.07103174500476722,-0.031606654113758514
0.1606151623409206,0.5872002290025453,0.339708528346769,0.05953917347856701,0.08507328785489227,-0.014746223485541912
0.1981883791290832,0.8012902099864828,0.31207302515032487,0.07114326904563395,0.11062184238563114,0.02459991477887634
0.27736118974894514,0.7963786544626646,0.2072247009240858,0.038787706508427375,0.04795471432628089,0.04127242077697058
0.22859627636204738,0.8360789971206047,0.27059168918880433,0.07869755213268256,0.08018325419158001,0.009331350967587727
0.1407998921058514,0.20177115993815378,0.252419602952806,0.46073795371466847,0.04563506859342477,-0.029049793165545165
0.3510047421541101,0.2118395685190167,0.17067397358290168,0.4881446870197194,0.02409970389625494,-0.1448499946284758
0.012353221580192154,-1.137514094971359e-5,-0.0062811511699807105,0.6118259866990052,0.17606227237816666,0.0025933136209372702
0.09582613700333645,0.15163832257831486,0.09740586265675258,0.5913220822603947,0.1751536487832175,-0.0037182864786776265
0.02355543450538073,0.0695017395634509,-0.015418462029210794,0.6259436385162446,0.019398466080073267,-0.04519627364672771
0.3128360844368903,0.668712544258339,0.19610619624353137,0.08148002394612115,0.016647856714625226,-0.03167903688861945
-0.05966056224538443,-0.0011935815900127034,0.023829827123884754,0.6346528393716218,0.08380632108454504,0.001014409050369397
