F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
0.0816113827639486,0.0246138284342127,0.289400018507304,-0.329307988787752,0.409817902770722,0.060661303197946,0.105315770468121,0.105879351224665,-0.0699684050641366,-0.00905010846408079
0.204839609666304,0.0382193027838991,0.238676047191779,-0.293547761218343,0.684635359414352,0.0323733498863741,0.097571235573148,0.155415481189876,0.0210620303999098,-0.0149687474548506
0.229672329588997,0.0436892229436482,0.325936327889931,-0.33510656802788,0.629543715497017,0.113560614162401,0.0684931810067534,0.0245055704112783,-0.0234426972146019,0.0692050325095294
0.185815496697768,-0.0385650606211739,0.299231631102733,-0.268254613521933,0.692765330202465,0.0696310307989295,0.0360211790708158,0.0877964527134018,0.00853086208706766,-0.0507211079545209
0.109347134119357,0.117165735795574,0.0523527014025834,-0.137464360343276,0.486964060014174,0.0173904670370686,0.0618825801024884,0.392560086203715,0.0268150917666546,-0.133519104066983
0.134944553383781,0.000956248074061381,0.911281730262977,-0.189158975278618,0.0924570379023566,0.0914168839701008,0.00106415835192344,0.00910066104731262,-0.00206390772470735,-0.0148598369184514
0.151646940097751,-0.0299023689208251,0.834027766180455,-0.222277062081022,0.129669888736927,0.086855450604299,0.144008868727473,-0.00123792033503057,0.000947402734115751,-0.0493443288769825
0.172875393053634,0.296941078605084,0.112665820891006,-0.0592568352850448,0.0372803240296213,0.116659158413896,0.0413552531056808,0.533162288476205,0.0462566172470411,-0.125907892866409
0.131366552054174,-0.00614042126383708,0.936902316906685,-0.198725252380405,0.0800860006273997,0.101709814149389,0.0292894908478961,0.0147658739096831,-0.00594147213521203,-0.0130133010211498
0.148587043236041,-0.0183774645776819,0.859854771069327,-0.209368959304118,0.124575246435701,0.0829977189641133,0.11653655250887,-0.0176255333587799,0.00884500844188697,-0.00125221824137275
0.283605577198757,-0.0316505445629578,0.42190738941084,-0.233058695760383,0.119719341172694,0.684108186487744,0.0432182008737563,-0.0777699120672979,-0.00686828385728499,-0.0219502086707604
0.257103393718063,-0.0484299969540994,0.386031008525425,-0.207378263388978,0.081632631192734,0.692288579645419,0.0746951637547833,-0.142202073214428,0.00110583500343986,-0.00202112585158698
0.16748966561662,0.402277417536171,-0.133918658338991,-0.0587289129493369,0.13462325742191,-0.215048469047618,0.112442218297395,0.526469502188807,-0.0233959275338178,0.0529299351844369
0.104655020743904,0.403726468981845,-0.0643458552106433,-0.00540773382396532,0.123008056348602,-0.274796377465671,0.0902173769093452,0.424612834078436,0.037450064281041,0.0207704339986561
0.190038693268874,0.755007124601358,0.00424029239109028,-0.0816527327787466,0.0404693920069658,0.0660914130921982,0.0593934270664855,0.163468054336938,-0.0290073564915163,-0.0148149875071651
0.082167722697915,0.910696150531188,-0.0636823502593481,-0.00600773506728668,-0.0107916847893919,-0.0539053576166307,0.010006019558614,0.161132332379103,-0.0047408605222387,0.00784167491244958
0.154292986389597,-0.171298240525043,0.513277432715022,-0.148724970431447,0.11201544418297,0.140930256012137,0.23389816924758,0.0336611909889426,0.00253395422037616,0.0258443885759308
0.0636526212025393,0.645928983716728,0.0417497142251535,-0.0373487716762272,0.0126515883096325,-0.0204090156655649,0.0247439155064337,0.430856331783096,0.0501251236688661,-0.0406540079207084
0.875105173836278,0.0648988099648742,0.185410574936954,-0.213005953390166,0.0689067645664174,0.0859181746251654,0.101325183796888,0.0302078196366925,-0.29230879635617,-0.0411041001390376
0.892353221790356,0.0626720131177679,0.154753018096764,-0.128528645095038,0.107754042618685,0.03788568615818,0.0160041756478605,0.0350271917275491,0.273404799301665,-0.0169941973400717
0.84872364649751,0.0666683677234146,0.173458175177898,-0.250094581182133,0.067416783622418,0.0810100831579258,0.093393532407325,0.0179866582785217,-0.276137037291192,-0.0130611437246932
0.536004609913342,-0.00950507819684615,0.0859264274984504,-0.197484417615941,0.0476693471513409,0.145450323250471,0.0612638329412942,0.101208042734693,0.0493701541990742,0.062724163685161
0.884486196060021,0.033646329958906,0.159596305791114,-0.146016562438283,0.109431114591216,0.0581368547636039,0.0534479834787206,0.00301406760369897,0.306200755155636,-0.0146386838442312
0.716484000638454,0.214731666704674,0.00916896429689885,-0.151118327204595,0.0283410779015723,0.0659093526501843,0.106365406078104,0.343638141312753,-0.17381982877091,0.0298177738224585
0.387134032231536,0.026110740518207,0.194220264513945,-0.24577639802689,0.192887141659661,0.14274902849372,0.023241082978202,0.18091411161304,0.0131549030994015,-0.313624394182099
0.282498474099822,0.226120355713093,-0.100111581746972,-0.0704648718695513,0.117871393352107,0.0138836153057058,0.00293467063390467,0.605997646566444,-0.00816315803419975,-0.0844053542896251
0.492118073549581,0.0484944262178217,0.11860417503032,-0.192908049179828,0.165964944575061,0.165813384361603,-0.0658700735391679,0.184605185063552,0.103037164579839,-0.258646156398689
0.267468686950913,0.0427554748293496,0.435742432719545,-0.353974210452359,0.104296487951457,0.0513687947450852,0.595886242202072,0.0451491090797195,-0.00861326276532957,0.0247500807111072
0.38122095064259,0.082383005417292,0.32175852831107,-0.316051018737753,0.19159773055264,0.0871911630762853,0.510407474767503,0.16862801631245,-0.0200559646502896,-0.0723759577674966
0.194514541660312,-0.0275689246074193,0.291971513096714,-0.418077588647705,0.0166258882126257,0.209666122315091,0.319388483108027,0.17133315424024,-0.0514971420392051,-0.102999267240925
0.0148134522063781,0.32109168437937,-0.0168877055174987,-0.179896491981671,-0.0215285365039116,0.152455644560532,0.0798835074180826,0.421383521357711,0.00570957994008773,-0.0337401081162957
0.248919429146197,0.0283530419164843,0.358050564887304,-0.70091112571431,0.131406084885599,0.0977565869999211,0.213981037325896,0.0698744765918084,-0.0241452449591067,0.0190175223669416
0.134843625731154,0.0724321474775817,0.310026078242347,-0.571217709146491,0.158413370966433,0.164230775053265,0.0860045498981453,0.0273292133541239,-0.0230288617610192,0.145539244793738
0.175000811377206,0.0369900402456651,0.281444261284578,-0.799031953774713,0.185900618676525,0.12568889713222,0.055599408544112,0.0653691158115523,0.0125238540362425,0.152301566164196
0.250775152398297,-0.0104103835459845,0.184151027505971,-0.822511283094345,0.0996157272610048,0.0137378467070114,0.0664418250654318,0.0280430273778423,0.0325349100285431,-0.245928001904384
0.206984647378061,0.0527684641005926,0.245155993351401,-0.847761762775053,0.16202603172658,0.0808704535643372,0.0201805738876812,0.0550193114782681,-0.0133865851811492,0.107292928586793
0.119867208341544,0.188975284665554,0.231170404687165,-0.178851579674298,0.0544256267222816,0.00233172120504007,0.426660212528462,0.378009231656581,0.0154826289844921,-0.0839111011852792
0.333441552129987,0.256462203205407,0.146030669483215,-0.189893761045815,0.0530489766865005,0.0601787438475447,0.365288979117461,0.380175971758409,-0.112288895038942,0.0318361985918953
0.0271203633679736,0.190671119387664,-0.00470031826215212,-0.00914745422979956,0.132795663352015,-0.107312460835736,0.0256584477204438,0.641886883731612,0.00648091278129006,0.0770031837009569
0.091778496902838,0.217702573496829,0.083238109862087,-0.145581959386772,0.171200161437898,-0.0251406234971572,0.112701239894898,0.566294619027974,0.00656357455327551,-0.105559323392013
0.0238497503907621,0.311616340372617,-0.0182309263710127,-0.0669153033953389,0.0227290526289896,-0.0599071365764537,0.116848052901668,0.531646578636903,-0.0441345577036086,-0.022307147254504
0.214528328832465,0.101964191782181,0.368446164376192,-0.377379704470689,0.149764329970729,0.0599834913216434,0.434307875928208,0.187709973083863,0.0602059216163313,-0.0167427941668054
0.277220395044612,0.0531229325639502,0.171385103945849,-0.692020931464603,0.0690150030815143,0.0232993292179983,0.130272382918698,0.0210182849954154,-0.0336734548499353,-0.432451736077462
-0.0415630532198557,0.259524843504465,0.041152122643196,-0.0196889830563435,0.0626366414066994,-0.239490550738224,0.0755628739875087,0.581572608527621,-0.00607166648807176,0.0906816320090966
