F1,F2,F3,F4
0.207082900495816,0.124347878079989,-0.0593526999136323,-0.418519879068549
0.159640982089945,0.196314549744136,0.046510121834125,-0.418503248022197
0.239076319217744,0.0723227715077843,0.089401943021465,-0.42160488471672
0.232831547415247,0.0878566585692389,0.0426111451949834,-0.386592538295535
0.263024743939431,0.166199371242826,0.103028114600878,-0.261972895670757
0.0171587666098931,0.409046190730375,-0.0129368868413621,-0.247451341216388
0.964229166971145,0.0080114810018235,-0.00200266825681784,0.0374834831265022
0.868740648795766,-0.00221118415547399,0.0174722508129241,-0.0476098491256613
0.129940449800555,0.569259863460952,0.0879957444268067,0.0252059629501781
0.985471647780598,0.00562876919684228,-0.00823681159777981,0.0264530427048743
0.903204749168137,-0.0090204162621344,0.0129657778431464,-0.0195986791930903
0.393818499337216,-0.203010430046203,0.265444649728866,-0.200673180511719
0.362354551342419,-0.262426588155647,0.257408026317777,-0.184203908902953
-0.162636561706082,0.71960857157577,0.0858346454663532,-0.0182583081286879
-0.0589865987952658,0.662916630222504,0.0115675876050765,0.0512675463764337
0.288809995007543,-0.0927073706944781,0.129699908972546,-0.127070377748005
-0.0139784271486429,0.555026321191785,0.163424617309361,0.0130775139843511
0.079828180259529,-0.109983221227532,0.166279777510458,-0.216985599773687
-0.0559356069179959,0.647674768332581,0.0551801838587618,0.0980468818853717
0.520821909394742,-0.0720563754804431,0.0730450662293538,-0.0939676996823264
0.0694780524536777,0.730011136480095,-0.0299193082523539,0.0630852428032623
0.0334318490436763,-0.0432062414296458,0.959290607016256,-0.0036902905397085
0.0473065334948776,-0.00191051485768272,0.838857485896307,0.0385002180997387
0.00804710802848516,-0.0567283844428062,0.931611792933364,-0.0514206697002474
-0.0232645673341366,-0.0124926089598277,0.524014090705494,-0.122698782128059
0.0488631995670309,-0.0400995394015453,0.82222303268921,0.00322509827947141
-0.103633051765054,0.317253854773288,0.758801713767804,0.0237807771666064
0.0997786698166378,0.0957367737784067,0.326953484413262,-0.21873437878807
-0.138624137179109,0.580896132753522,0.223749194783529,-0.0320578863528622
0.0277746718675205,0.0964492445795509,0.4425346019665,-0.137488952760246
0.347416771612811,0.106054962958063,0.15109740965875,-0.337152127668145
0.228097937149541,0.211713009840391,0.282898254385515,-0.303056854911429
0.162710875383321,0.0684932958233347,0.0820178939138221,-0.458556340963823
-0.0576620545137249,0.48083014264992,-0.0778167706170326,-0.202243181572365
0.124605760434818,0.0105491999364712,0.0480490336732774,-0.764518735097376
0.134423312686464,0.00286084931613506,-0.0420750957036626,-0.643724220212782
0.0185310519511604,-0.00846576692717793,-0.0657762092988571,-0.907893938258676
-0.107865278703997,-0.0563583432083479,0.0447737371239239,-0.900659782370927
-0.0411528885166679,-0.0124946429011412,-0.0248377049435889,-0.934375852824028
0.214383217216365,0.468231074143641,0.00234342883076134,-0.15173177245427
0.0893082894975195,0.457102607567301,0.283028286722312,-0.113308756129416
0.0232926382513735,0.646127256593915,-0.0859566208228156,0.016663895633814
0.0705141698647731,0.606157767911051,-0.0400064460328233,-0.133367445058802
-0.0129386432557827,0.634031108387852,-0.0613746374191417,-0.031726581865078
0.0679617189826333,0.254376138531696,0.198767791913495,-0.351899785526203
0.276376472118448,0.23655930545681,0.0486717286441451,-0.393831023696751
-0.0779352604475043,-0.00810001994143447,0.13172608451336,-0.731027069447615
0.0730945641231988,0.672473341145404,-0.16572982908937,0.0346282399469568
0.239702294525021,0.0969774476283931,0.129091351068191,-0.20667642235737
