F1,F2,F3,F4,F5,F6,F7,F8
0.109535128277585,0.0427339823097115,-0.0647961693563912,-0.184767779866764,0.452485981387955,0.0251082659227348,0.0149932860612542,-0.145439835157665
0.0014734874644941,0.0547831486846262,0.00390662746040782,-0.0650620727321725,0.760831641641358,0.0236652955938341,-0.0142533649674742,0.0400273668360406
0.0932119633012479,-0.0309043158830943,-0.0673273442847277,-0.115716271955568,0.676877783843808,-0.0675099931548038,0.0651038070894688,-0.00357085957654604
0.0660907972661905,-0.0581979577484368,-0.00368013300955222,-0.0258027896697474,0.772491195410628,0.0371208873676626,0.0143128512842514,0.0231274748827889
0.20929761892268,0.13784869564445,-0.133322600217298,-0.133016448457707,0.318988497930423,-0.171239905952587,0.0415060186172168,-0.0492897001202801
-0.123601352066532,0.311878333960071,0.0563718414192243,0.0433007077376591,0.552163896047906,0.0930434676765534,-0.0210720450413045,0.0199807054170698
0.940821776111846,0.000905601249163373,-0.00291084203067538,0.00915854800270205,0.0245796246562218,-0.0401624867482999,0.0103982927981037,0.0149099719929312
0.82558180103832,-0.00759089961046101,-0.0206343739935579,-0.0423053586803501,0.0368614636284068,0.0769586670588268,0.0108181751824508,0.012114208510747
0.0479033198761006,0.619626248234471,0.0526708899983142,0.0619789102170771,0.0190404154520631,-0.00623645023352915,0.0906873124196435,0.100526628439785
0.959636851042439,0.00802117557098387,-0.00395221905360111,-0.00191022242687947,0.0032534979568737,-0.0131999165589768,0.0212663211272551,0.00326036661492415
0.86453128734618,-0.0154765129104639,-0.00708806477342985,-0.0231947289379932,0.0393509730087273,0.0383366823836602,0.0105907340761275,0.0245281541632593
0.0887247031547183,0.0174631442315822,-0.0221209458872068,0.00895214137169477,0.167803051367558,-0.00824510067003117,0.780812385958196,0.0299565591793576
0.0625578420126279,-0.0299182777976037,-0.0100669723811762,0.00904009062316437,0.118289769480805,0.0175937344116187,0.792304664052595,0.0332566128238151
-0.11496719683254,0.625804401134093,-0.11557248589093,-0.00632015803762213,0.128562583229391,-0.0949358523164087,-0.269881233448983,0.0158335903547828
0.00987389322021312,0.562747347318355,-0.007509195981454,0.0303713757667321,0.104265438418146,-0.139438691247032,-0.30694181338356,0.0779143476625386
0.150405169458717,-0.0385581331046584,0.0440571233804244,0.0061190236540038,0.215921410414771,-0.044672580084758,0.286926467079465,0.108598715998382
-0.0192995230716406,0.693180274282653,-0.100214505405847,-0.0272314782281168,-0.0193562378805895,-0.456900628218617,0.142006754200009,-0.00382860248525635
-0.0622941774905712,-0.0352329487234867,-0.0677520261432008,-0.0708774273115892,0.0928267359405725,0.216359607265972,0.284146153205081,0.0190819233379903
