F1,F2,F3,F4,F5,F6
0.13664760796436,-0.0558098642842383,0.00509185304418162,-0.233848591115367,0.399628855113743,0.0444782581621409
0.0311868524641367,0.0493889395792957,0.000858368333251508,-0.104265972160276,0.743171300665666,-0.0075400785925278
0.147501057250836,0.0931201591532535,-0.0354711952177776,-0.187434116404504,0.600940324214582,-0.0954531347986584
0.105143792570286,0.0482990001020842,-0.0977686876534392,-0.0702147595837809,0.74443811497655,-0.0468932733590271
0.243874254994623,0.108670130765501,0.163970318456156,-0.186533874391461,0.245398147705342,-0.0819403921920192
-0.0936006825637492,-0.00849831514683656,0.186858559588466,0.0242141760521326,0.59006002582841,0.121561465666492
0.965790924835262,-0.000389714975800238,0.0620237777681801,0.0127118381174948,0.013731157598898,-0.0500845567151789
0.835820014603986,0.015562227789841,-0.0272059229746611,-0.0214693136983241,0.0465623538520248,0.0921849008056122
0.114931862160631,0.0888885274742557,0.495064508316313,0.0413008501927497,0.0735382401966682,0.144774649257882
0.986223171586535,-0.00820140053798601,0.0498030708761863,0.00384124759978996,-0.00408170541528733,-0.013573382187056
0.876681009465073,0.0123732707704532,-0.0129694502256892,-0.00588908696058465,0.0422744590749285,0.0512315836861085
0.387799024478755,0.266049521704606,-0.16753400074416,-0.169796379455447,0.0485863702563374,-0.0354553485911524
0.359755274339437,0.255374110843555,-0.222598407857474,-0.162884983096959,0.00761986870105449,-0.019299264212357
-0.189553565595262,0.0874591453629747,0.602757106418945,0.0234654215931369,0.170653882290726,0.13724345837995
-0.0783976993062997,0.0152615410515042,0.580873213577268,0.0785637855605737,0.159930924881815,0.0772589053572695
0.270390581982684,0.13557830415949,-0.0821521823397269,-0.0593593089274245,0.176784323797696,-0.0950028202757377
0.0520080616417386,0.164691912884018,0.685638991061247,-0.101434243186686,-0.0841908302142488,-0.103401942703429
0.0314928810055161,0.163684749334041,-0.224623711471643,-0.115206726482071,0.082782298173961,0.195232723333579
0.0322260699332312,0.0559473372475663,0.825295130787037,-0.0618924731153921,-0.13394139311666,-0.158064480295521
0.448376735854172,0.0647216023349547,-0.218362985349092,0.0157172046742331,0.0983619412156545,0.273632879955606
0.114033577228334,-0.0293043878820869,0.796375814922044,-0.0239491906745895,-0.0305917537567008,-0.0174783942371317
0.0376637112136789,0.944810306513902,-0.0262305622208371,-0.0280480852394349,-0.045045682428698,0.0315596059873337
0.0389297723002833,0.842651207223621,0.00984314424049612,0.0668053899473639,0.109288945978485,-0.0721707154997041
0.0179723049114093,0.919293748919156,-0.0260444091902366,-0.0830163816073097,-0.0542884126056228,0.0105032506076389
-0.034113558208979,0.522277119568856,-0.0332524329832377,-0.0976170294620503,0.0416870784870229,0.0343075374917187
0.0344597926120614,0.82580069757133,-0.0417021128607882,0.0437901937611748,0.111858815646369,-0.0458521764758414
-0.109163750956423,0.74867956174319,0.268622599009234,0.00882187389238771,-0.0141300172314509,0.130530213409904
0.0656107415843873,0.331093816116388,0.027533472277938,-0.114839743611701,0.201504337336139,0.0506898691998345
-0.178968201491981,0.22634680624217,0.442321380397157,0.0466947324812452,0.201632598368363,0.153289595652507
0.0109728844873522,0.450886862077375,0.0763363967356451,-0.0635058368381657,0.195452536659491,-0.0570725033506917
0.278705620180797,0.13493273844706,-0.0814404139213069,-0.240374584201557,-0.000319002613038518,0.472017719323438
0.145292768741401,0.271367794038291,-0.00288586750663836,-0.164770920409809,0.117991913454982,0.441451747277603
0.127954538309139,0.0740496772077364,-0.0686541968022896,-0.384930274152304,-0.0529658117524769,0.384900037003294
-0.0453422213164256,-0.0782285624090447,0.447054771297106,-0.220078052345422,-0.0376948313282791,0.151630723243018
0.118554944741135,0.0483975732937241,-0.0270623275194396,-0.707922233150588,0.0204823084025156,0.161617412529963
0.145993162262537,-0.0379628152899815,0.0361392765153867,-0.617708731356784,0.0550913150823782,-0.0142731887446298
0.0339226854676358,-0.0593008662208803,0.0297249577386119,-0.87429657674743,0.080969720673242,-0.03602452421617
-0.0868837012793643,0.0537018004966826,-0.0361396876679047,-0.858465756111278,0.0180017275961223,0.0322064374328248
-0.0152544531951176,-0.0204859519346153,0.0545461256875311,-0.934836028919749,0.0491073179235293,-0.0793095346011519
0.148782655596487,-0.0121311125452015,0.25387215890846,-0.0648469529787064,0.0272600602041097,0.494499294655788
0.0456549221442539,0.270200740736856,0.29700159637562,-0.0697760083574621,-0.00994400419280366,0.396105580257578
-0.0366448326141055,-0.0833187372943078,0.469682604293709,0.112779804035762,0.243129744638557,0.195436399041259
0.0150143636866862,-0.0372705607072441,0.439735743705687,-0.028955332609115,0.230233416409172,0.217827082597635
-0.0381963038413282,-0.0644025691354465,0.515160665449119,-0.0103378807953375,0.0564377895218279,0.233271565183143
0.0350939178817182,0.197397030907952,0.155786135562467,-0.260408105712079,0.136116257717874,0.185048208627448
0.213312674944185,0.0400491569801262,0.0612488813567342,-0.282226404587475,0.0857780650235586,0.389061490496014
-0.06071588438354,0.136534377211477,-0.00890029126687767,-0.693770200736302,-0.0230192448975477,0.101991282235458
0.0324205983583828,-0.16492880962955,0.527750754594134,0.0755149791413887,0.127457172325651,0.212615193056343
0.177536861395925,0.129282834674099,-0.01861218960124,-0.0758183460573965,0.250937446445611,0.115307591962922
