F1,F2,F3,F4,F5,F6,F7
-0.135284428651729,0.00813121004263228,0.127492549834702,-0.191284775302997,-0.429731077281008,0.0385936409979945,-0.0809402538120919
0.0643428995853274,0.00417316196945156,0.0122567863704339,-0.0734993285270061,-0.74921627527351,0.0300092091250064,-0.00545630243723738
0.0321611354547516,-0.0647071538759425,0.0884254673101144,-0.115350180195071,-0.624739195622258,0.110041864628083,-0.0597349267732199
0.0495715911168505,-0.108124387767543,0.0744550608479167,-0.0304881240830946,-0.761544348870791,0.0530123173537002,-0.00833941764066193
0.0272526268518873,0.259819141258672,-0.0960298185535458,0.0241867509020692,-0.593050780240483,0.0121899015638916,0.025929218673627
0.0294534386598524,0.0120162173287126,0.94342675871464,0.0191181167955281,0.0106579021332033,0.0198550588194935,0.0105210503333401
0.00775985724153343,-0.0160704545681495,0.843631683340013,-0.0407021639038949,-0.0422910697356208,0.0128030162748005,-0.0296720599222069
0.0987224545779097,0.612549988822017,0.0670553003197784,0.0402099064245482,-0.0407205789710939,0.12192385471047,0.0240900948799155
0.0140771353990683,0.0168359560428591,0.967388651074514,0.00640598990785218,0.0224194273934564,0.0270145083086589,0.00479272102373177
0.0288942476494056,-0.0182415391788732,0.879130241801373,-0.0191682029045067,-0.0304223069702961,0.0115217338319399,-0.00664606931012967
0.0398219945955434,0.0248454529478192,0.0917250953900163,-0.0225008766996355,-0.0855145761431445,0.782690768941886,-0.0510118759756728
0.034866848090136,-0.0198314502950299,0.0599715019086676,-0.0197603809285068,-0.0475270406241761,0.800290106223568,-0.0417996162548019
0.0226843419124099,0.59845052920059,-0.104140591627585,-0.0121054378553274,-0.148615507291512,-0.228012975606609,-0.126378310236523
0.0962657188081101,0.54198536504919,0.0158499035004867,0.0304089009971117,-0.115036177229868,-0.279865289709605,-0.00262707851402411
0.129301397090734,-0.037429730963375,0.152610298872891,-0.00683341968798082,-0.157308990065028,0.280941605376392,0.0450559618699375
0.0395920514866363,0.649881727649761,-0.0472362007286105,-0.0278813513623202,0.101500345401213,0.138919167344162,-0.0929258338863164
0.0403098800670926,0.722437023690984,-0.0411317241138128,0.00267057503790671,0.160483887765571,0.0188486802353941,-0.012946741436003
-0.00716936313343508,-0.0786769610865115,0.464087616935553,-0.0160071485259819,-0.116787174152212,0.0945201141399154,-0.0776171580811929
0.0820884875129296,0.784929664452526,0.0626449534560054,0.00263869356541186,0.0777471410766805,0.020080350452545,0.102595419322778
0.0759840345626426,-0.0644088082430569,0.0482077594531291,0.00159799499995955,-0.0133952767962395,0.029703917267339,-0.905476842310694
0.92690528550839,0.0182517403550163,0.03731994196983,-0.00726458596981701,-0.0053772445344724,-0.0103875691128043,-0.0415597022081218
0.0818281877473034,-0.0708375772223086,0.0288459776494982,-0.0569795289611668,-0.00357010978774487,0.0232937293551922,-0.860146288491246
0.336534720813495,0.0322520678251738,-0.0610332269458931,-0.114499592212144,-0.016998747692668,0.116349405195334,-0.192946055093676
0.903677160396623,-0.0159164836412008,0.0276066277378923,-0.0358416355115713,-0.0131755266438548,0.0165173901558516,-0.0348401159040815
0.128974093333949,0.310728787903345,-0.100629626212329,0.0132004128680537,-0.0123801352945891,0.0359928509989388,-0.638281369770906
0.177875484909107,0.0867641350825377,0.0327806545480577,-0.12768932775322,-0.184539547858999,0.108592356125578,-0.146486222449277
0.102739676414052,0.526139645277671,-0.168072812148454,0.0320649718011558,-0.186957065505044,-0.00700870219090535,-0.136420440405344
0.399842781256267,0.121090303409068,-0.0520053822575572,-0.0776850468003463,-0.137487551820477,0.143629207232096,-0.0518333072297894
-0.022573914884071,0.0927773361271849,0.353302880012445,-0.311234853362159,-0.0344234595245135,0.00574398522767744,-0.192800094373547
0.0323742338820289,0.177887023660227,0.195879329114409,-0.227458927704421,-0.149011231652351,0.0493885207029038,-0.261968381690189
-0.1017963214587,0.127185786792242,0.130551309669353,-0.411749002413025,0.0156357992371998,0.163171918054042,-0.151121702923414
-0.0571146237010106,0.569893762457416,-0.107516098345991,-0.190008282409238,0.0452858719447438,0.172627051657868,0.0651807586095412
-0.0228528474879585,0.0217047959095469,0.142839078018809,-0.729921291118237,-0.0267412449036676,0.0225912672112452,-0.0813104698556704
-0.0393437010461071,0.0438253053587124,0.100523450876723,-0.564817808640007,-0.0601975589407326,0.129060429401857,0.0163300170241557
0.00742882982491774,0.0110155868245102,0.0165676213394904,-0.836153496585753,-0.0735393600415364,0.0598063569677089,0.0651400946681596
0.0950161024184738,-0.0553717452933046,-0.0511891467709301,-0.916358953568253,0.0170251475527666,-0.0629011084629928,0.0172442548590015
0.00440667341148328,-0.00140751476621664,-0.0179631528917297,-0.895295439939213,-0.0382267415585769,0.0126079667314983,0.015777077409727
-0.0464360989925795,0.442989975825791,0.216731952856478,-0.141819988394328,-0.0433511827572897,-0.0229585449925356,-0.067732238284606
-0.0944134834338065,0.447494566730739,0.0790674222993691,-0.0974504464055992,-0.0378933999671086,0.0437730596502459,-0.366729430095053
-0.0316342925615635,0.532509695656589,0.0239876405607482,0.084616298744652,-0.229594879713524,-0.136790552668409,0.00761235329679081
-0.0244037731050929,0.529944005535195,0.0426659922449234,-0.0558841192890364,-0.217450398141749,-0.0434261769185765,-0.0082124490458214
-0.0999035938667262,0.596013898370386,0.00134731012859932,-0.0286349389546148,-0.047931532065178,-0.0651308939916813,-0.0541554101907424
0.0485113462443578,0.218266437118228,0.265783489920535,-0.344179337344657,-0.0918904747789473,0.0102031509578143,-0.0280769814873941
0.0270562449070015,0.000865479377424717,-0.02714846004134,-0.746526513189591,0.0384570260502775,-0.0340344314220445,-0.12504816144503
-0.0690068118129153,0.542694982967472,0.153119149388391,0.020086046993977,-0.110203329881985,-0.291362293832591,0.0169115892907635
